title	tags
@ComradeXY @salssxoxo Islam isn't automatically eqate to terrorism. Also there's no such this as innocence in war,… https://t.co/w3KJ6RtR2j	['terrorism']
RT @AP: The Saudi gunman who killed three people at the Pensacola naval base had apparently gone on Twitter before the shooting to accuse A…	['terrorism']
RT @ani_digital: Washington DC: US veterans join Indian-Americans to protest against Pakistan-sponsored terrorismRead @ANI Story | https:…	['terrorism', 'terrorism']
Swell - if it proves true then the US needs to find how Saudi's vetting process allowed a terrorist to here.	['terrorism']
RT @PrisonPlanet: Usman Khan complains about Brits linking Islam to terrorism: "I ain't no terrorist."Goes on to become an Islamic terror…	['terrorism']
RT @Shivam_h9: Hindus are respected all over the world, They don't indulge in terrorism/r@pe/killing of Non Hindus.Tu aapt@rd hai wahi ra…	['terrorism']
RT @davidhogg111: Saying white men that kill people to make a political statement are mentally ill is a great way to avoid talking about  w…	['terrorism']
RT @Echinanews: #Xinjiang has seen no violent terrorist attacks for three consecutive years thanks to efforts in fighting and preventing te…	['Xinjiang']
RT @jeremycorbyn: Sixteen years ago, I warned the invasion and occupation of Iraq would set off a spiral of conflict and hate that would fu…	['terrorism']
RT @CGTNOfficial: Video: Document reveals rare footage of terrorist attacks on civilians and why #Xinjiang is China's key region to fight a…	['Xinjiang']
RT @KarshKrieg: @thelukass71 @therealtp6 @BBCWorld Hehe anything to justify supporting evil. Oh we do it for good. We do it so others won't…	['terrorism']
RT @JoyceWhiteVance: As more details emerge, it’s hard not to ask whether Trump will give even terrorism a whitewash if his business partne…	['terrorism', 'terrorism']
RT @JoyceWhiteVance: As more details emerge, it’s hard not to ask whether Trump will give even terrorism a whitewash if his business partne…	['terrorism', 'terrorism']
@Gurpree91384693 @abhimanyukalra @utpalmer76 @Anonymouscom7 @Kharbandaboy @ash__kat @NotYourVish @KHF108… https://t.co/lMl5uRSmb0	['terrorism']
RT @JoyceWhiteVance: As more details emerge, it’s hard not to ask whether Trump will give even terrorism a whitewash if his business partne…	['terrorism', 'terrorism']
RT @ani_digital: Washington DC: US veterans join Indian-Americans to protest against Pakistan-sponsored terrorismRead @ANI Story | https:…	['terrorism', 'terrorism']
RT @JVSylvester: @HowardA_Esq @shannonrwatts But Saudi Arabia is rather glaringly not on the list of "banned nations." He wants to condemn…	['terrorism']
RT @thevijaymahajan: You say IslamI hear TerrorismYou say Love.I hear Love JihadYou say Raped &amp; Killed.I hear Islamic PiecefulsYou…	['terrorism']
RT @MyDogNose: @shannonrwatts @llmich Now we know what it feels like to be the prey.The NRA: supporting domestic terrorism since 1876.	['terrorism', 'terrorism']
RT @AdityaRajKaul: Kashmiris protest against Pakistan sponsored terrorism outside Pakistan Embassy in Washington DC. Protesters chant follo…	['terrorism', 'terrorism']
RT @politiess: @ToryFibs If only we had a Prime Minister who understood the cost of war, and had the foresight to warn of the violence that…	['terrorism']
RT @JessAdni: Youths yelling “allahu akbar” have set alight a Christmas tree in Belgium.If the idea of tolerance is shoved down our throa…	['terrorism']
RT @selectedwisdom: We don't need the King of Saudi Arabia taking care of American families, S.A. an enduring purveyor of jihadist terroris…	['terrorism']
RT @AnonCassi: #Justice Jacksonville, FLMan Indicted For Attempting To Provide Material Support To Terrorist Org🔥[alleged] Islamic State…	['Justice']
Big Brother bullying others .	['terrorism']
STOP TERRORISM#PNPKakampiMo https://t.co/vkYXJLtohY	['PNPKakampiMo']
RT @MA_In_Tech: @JoeMill73489060 @RobertWalter @PaladinCornelia @PhilipRucker @SangerNYT @GOP Or Fox News head explosion if OBAMA excuses t…	['terrorism']
RT @fred_guttenberg: .@mattgaetz, this was murder.  This was gun violence.  This murderer used a legally purchased gun to commit this crime…	['terrorism']
It’s pay back time for their terrorism against their host country.	['terrorism', 'terrorism']
RT @BarristerSecret: The criminal justice system has been devastated by years of vicious, cynical cuts. Police, CPS, legal aid, courts, pro…	['terrorism']
RT @RafaelWrites: Very humbling to be compared to the late great Vince Flynn and I’m especially honored to receive such an incredible Amazo…	['terrorism']
Terrorism does not come from Islam. Terrorism comes from the hunger for power &amp; is equally evident in us Hindus. Ty… https://t.co/KYDMFh6CAg	['terrorism']
RT @AhmedTheArab: This is why the #LNA has been fighting terrorism in #Libya.The terrorists in their various guises come at you in sheep'…	['LNA', 'Libya']
Keep up the good work! RT @cahulaan: FBI Calls Florida Shooting ‘Terrorism’, Saudi’s MBS Phones Trump: (Bloomberg)… https://t.co/lQBRJ8wR2h	['terrorism']
RT @RepSpeier: Last week, we watched in horror as shootings erupted on 2 separate Navy bases. My heart goes out to all impacted. Today’s re…	['terrorism']
@ChrisMurphyCT @brhodes Not really. We know the US supports terrorism so long as it comes from an "ally"	['terrorism', 'terrorism']
RT @davidhogg111: Somehow the white nationalist that shot up my school was not? https://t.co/heH0sW3lLt	['terrorism']
RT @lewis_goodall: Ian Acheson, a former counter terrorism officer wrote a report in 2016 saying the parole system wasn’t coping with terro…	['terrorism', 'terrorism']
RT @CrazyLikeMoose: @NewsBreaking "Shooting"...For any other nationality, who viewed mass shooting videos prior to the event and had accom…	['terrorism']
@Rolln43 @NRA @DC_Draino Name one act of terrorism ever committed by the NRA or one of its members.	['terrorism', 'terrorism']
RT @AdityaRajKaul: Kashmiris protest against Pakistan sponsored terrorism outside Pakistan Embassy in Washington DC. Protesters chant follo…	['terrorism', 'terrorism']
RT @fred_guttenberg: .@mattgaetz, this was murder.  This was gun violence.  This murderer used a legally purchased gun to commit this crime…	['terrorism']
RT @FrancesRobles: The FBI is treating Friday's Navy base shooting in Pensacola as an act of terrorism, the special agent in charge Rachel…	['terrorism']
RT @AdityaRajKaul: Kashmiris protest against Pakistan sponsored terrorism outside Pakistan Embassy in Washington DC. Protesters chant follo…	['terrorism', 'terrorism']
What about Pakistanis living in INDIA @RanaAyyub @tavleen_singh @BDUTT @sardesairajdeep	['terrorism']
Sir Keir, Labour’s shadow Brexit Secretary, was in charge of the Crown Prosecution Service (CPS) when it agreed a p… https://t.co/2PNa9D63C9	['terrorism']
RT @RepMattGaetz: This was not an act of workplace violence, this was not a random murder, this was an act of premeditated terrorism agains…	['terrorism', 'terrorism']
At least two rockets have reportedly landed near Baghdad International Airport — which is home to Iraqi counter-ter… https://t.co/XuOEouvm9z	['terrorism']
RT @KamilZwolski: @DeborahMeaden Well done @DeborahMeaden but that's just the economic dimension. Add to this leaving the EU's Area if Free…	['terrorism']
RT @Joydeep4Bharat: Hindus are not safe in West Bengal...Zeehadi forces, which are perpetrating attacks, are being appeased as they are t…	['terrorism']
RT @JoyceWhiteVance: As more details emerge, it’s hard not to ask whether Trump will give even terrorism a whitewash if his business partne…	['terrorism', 'terrorism']
RT @AmyMek: UN Chief Says Islamic Terror is a Consequence of FEARING IslamOrganization of Islamic Cooperation docs revealed instructions…	['terrorism']
RT @davidhogg111: Saying white men that kill people to make a political statement are mentally ill is a great way to avoid talking about  w…	['terrorism']
RT @BobbyBoon3: In other news, the trump administration reduced funding for  monitoring domestic terrorism. Also:There's some reluctance am…	['terrorism']
RT @ilovephotocall: Ongoing v2k harassment.  V2K bypass NSA surveillance &amp; used by US Military to groom pple in Terrorism,  give terrorist…	['terrorism']
We know how the royal family of Saudi Arabia "takes care" of people. We don't need any more of that.#NoFascistUSA	['NoFascistUSA']
RT @davidhogg111: Somehow the white nationalist that shot up my school was not? https://t.co/heH0sW3lLt	['terrorism']
RT @DroppedmicAgain: Here to remind u Hillary had TS Special Access Program Intel stored on her toilet server-gave unauthorized access to a…	['terrorism']
RT @tribelaw: It increasingly looks like Trump is in bed not just with one butcher (Vladimir Putin) but with two (Putin and the Saudi Crown…	['terrorism']
RT @Hnnmnsch: So you want to have a conversation about "domestic terrorism," &amp; "white nationalism." OK, I'll start:What's life like for…	['terrorism']
@HughFW Oh, another right-on left wing TV Luvie who doesn’t give a shit about terrorism or anti-semitism. every tim… https://t.co/UJhrvotypd	['terrorism', 'terrorism']
RT @AdityaRajKaul: Kashmiris protest against Pakistan sponsored terrorism outside Pakistan Embassy in Washington DC. Protesters chant follo…	['terrorism', 'terrorism']
RT @LawrenceSellin: Terrorist to be buried in the home of terrorism."London Bridge attacker’s body flown to Pakistan for burial"https://t…	['terrorism']
RT @swatimeraki: Terrorism does not come from Islam. Terrorism comes from the hunger for power &amp; is equally evident in us Hindus. Tyrants h…	['terrorism']
RT @thevijaymahajan: You say IslamI hear TerrorismYou say Love.I hear Love JihadYou say Raped &amp; Killed.I hear Islamic PiecefulsYou…	['terrorism']
RT @tribelaw: It increasingly looks like Trump is in bed not just with one butcher (Vladimir Putin) but with two (Putin and the Saudi Crown…	['terrorism']
RT @davidhogg111: Somehow the white nationalist that shot up my school was not? https://t.co/heH0sW3lLt	['terrorism']
RT @ani_digital: Washington DC: US veterans join Indian-Americans to protest against Pakistan-sponsored terrorismRead @ANI Story | https:…	['terrorism', 'terrorism']
RT @davidhogg111: Saying white men that kill people to make a political statement are mentally ill is a great way to avoid talking about  w…	['terrorism']
RT @waniarshi: #Kashmiris protest against #Pakistan sponsored terrorism outside Pakistan Embassy in #Washington DC. Protesters chant follow…	['Kashmiris', 'Pakistan', 'Washington']
@AmIYourMate2 @Blaster_M_ These closed minded extremists are the reason Islam is always related to violence and ter… https://t.co/DHgvO5RVbS	['terrorism']
RT @GrayMattersTwit: We know how the royal family of Saudi Arabia "takes care" of people. We don't need any more of that.#NoFascistUSA ht…	['NoFascistUSA']
RT @GrassrootsSpeak: Considering this is Saudi Arabia we're talking about who do you think will interfere with this FBI investigation:A)…	['terrorism']
RT @HeshmatAlavi: Dec 9 - Baghdad, #IraqEarly Monday morningFour Katyusha (122mm) rockets landed in Baghdad Int'l Airport, targeting the…	['Iraq']
LMAO I-	['terrorism']
It’s the superficial goons who peer pressure; social stress and mutual control you. It’s the weak man inside-out wh… https://t.co/mjmuUZf1hu	['terrorism']
RT @anita_chauhan80: "Veterans Rally against terror state Pakistan" - protest against Pak sponsored terrorism in the US was held outside Pa…	['terrorism', 'terrorism']
RT @elisethoma5: Bots bots bots bots bots bots bots bots... Inauthentic accounts are continuing to push the Chinese govt's narrative on #Uy…	['terrorism']
RT @Thomas1774Paine: Attacker At Florida Military Base Was Member Of Saudi Military, ‘Was An Act Of Terrorism,’ Congressman Says (VIDEO) ht…	['terrorism']
Get ALL Muslims and B bastards out of Britain and Europe, send them back to the third world hole they emanate from.… https://t.co/h2pbtHYylx	['terrorism']
RT @tribelaw: It increasingly looks like Trump is in bed not just with one butcher (Vladimir Putin) but with two (Putin and the Saudi Crown…	['terrorism']
RT @RepMattGaetz: This was not an act of workplace violence, this was not a random murder, this was an act of premeditated terrorism agains…	['terrorism', 'terrorism']
RT @RepSpeier: Last week, we watched in horror as shootings erupted on 2 separate Navy bases. My heart goes out to all impacted. Today’s re…	['terrorism']
RT @brhodes: Why was Trump’s first instinct to cover for the Saudis? Does he think this was terrorism? Why didn’t he insist on a full inves…	['terrorism']
RT @brhodes: Why was Trump’s first instinct to cover for the Saudis? Does he think this was terrorism? Why didn’t he insist on a full inves…	['terrorism']
@loveall68866200 @sunandavashisht @RepRashida @RepJayapal Why  modi come saudi arbia if saudi master of terrorism any idea	['terrorism', 'terrorism']
RT @AdityaRajKaul: Kashmiris protest against Pakistan sponsored terrorism outside Pakistan Embassy in Washington DC. Protesters chant follo…	['terrorism', 'terrorism']
RT @LawrenceSellin: Terrorist to be buried in the home of terrorism."London Bridge attacker’s body flown to Pakistan for burial"https://t…	['terrorism']
RT @Hatewatch: “SIEGE,” described in the documentary as the "bible" of Atomwaffen Division, is an obscure neo-Nazi text that proudly promot…	['terrorism']
RT @ani_digital: Washington DC: US veterans join Indian-Americans to protest against Pakistan-sponsored terrorismRead @ANI Story | https:…	['terrorism', 'terrorism']
@AP #SaudiArabia GUNMAN KILLED THREE PEOPLE AT #Pensacola NAVAL BASE...   #FBI CONFIRM ACT OF #TERRORISM PRAYERS🙏🙏🙏🙏	['SaudiArabia', 'Pensacola', 'FBI', 'TERRORISM']
@Veritas1701 @Phoebejoy1611 @HananyaNaftali @LeanneWood @VeteransBritain @CatharineHoey @COLRICHARDKEMP @ynkutner… https://t.co/IKcTsmxiLM	['terrorism']
@skerriesred @Gary_Middleton @duponline To Cowardly to be a Terrorist? A Terrorist &amp; their Terrorism is the lowest… https://t.co/cfDCIdYutW	['terrorism']
RT @khaleel_bhat: This is my kashmir ❤️ https://t.co/FGpHnqtBym	['terrorism']
RT @JoyceWhiteVance: As more details emerge, it’s hard not to ask whether Trump will give even terrorism a whitewash if his business partne…	['terrorism', 'terrorism']
RT @davidhogg111: Somehow the white nationalist that shot up my school was not? https://t.co/heH0sW3lLt	['terrorism']
@Jeffers28083958 @JohnBul14379992 So so glad it’s not a violent religion, how could anyone have the temerity to sug… https://t.co/xBTQ2K0ovn	['terrorism']
RT @BarristerSecret: The criminal justice system has been devastated by years of vicious, cynical cuts. Police, CPS, legal aid, courts, pro…	['terrorism']
This is radical Islamic terrorism.. https://t.co/HPP5dzVxlV	['terrorism']
RT @FrancesRobles: The FBI is treating Friday's Navy base shooting in Pensacola as an act of terrorism, the special agent in charge Rachel…	['terrorism']
RT @tribelaw: It increasingly looks like Trump is in bed not just with one butcher (Vladimir Putin) but with two (Putin and the Saudi Crown…	['terrorism']
RT @tribelaw: It increasingly looks like Trump is in bed not just with one butcher (Vladimir Putin) but with two (Putin and the Saudi Crown…	['terrorism']
RT @mynbc15: There are 80 FBI agents, dozens of ATF and NCIS agents and more than 100 support staff working the NAS Pensacola shooting inve…	['terrorism']
Religious extremism comes in different forms. It’s acute in northern Nigeria. A Quran inspired cake is causing so m… https://t.co/g6eq4fk1ZE	['extremism', 'terrorism']
RT @JoyceWhiteVance: As more details emerge, it’s hard not to ask whether Trump will give even terrorism a whitewash if his business partne…	['terrorism', 'terrorism']
@minhtngo @travel5762 We all know whose side the corrupt, evil, cruel, heartless, soulless abomination always takes… https://t.co/GjbrBfIAuf	['terrorism']
RT @davidhogg111: Somehow the white nationalist that shot up my school was not? https://t.co/heH0sW3lLt	['terrorism']
RT @IntelOperator: The FBI says it is treating a naval base shooting in Florida, in which a Saudi airman killed three people, as an act of…	['terrorism']
SAARC needs greater collaboration to act against terrorism: PM Narendra Modi https://t.co/rc6gQTGJsQvia NaMo App https://t.co/RJbrEHoINl	['terrorism']
RT @swatimeraki: Terrorism does not come from Islam. Terrorism comes from the hunger for power &amp; is equally evident in us Hindus. Tyrants h…	['terrorism']
RT @davidhogg111: Saying white men that kill people to make a political statement are mentally ill is a great way to avoid talking about  w…	['terrorism']
RT @Cernovich: If you saw the tweet (which twitter will suspend you for posting; see ☝️), you’d know the motivation was terrorism. But we…	['terrorism']
RT @brranzz: @ZarrarKhuhro @AliArqam @naarhiwaal A Pakistani can never have a moral compass to term anyone terrorist unless include their o…	['terrorism']
RT @Hatewatch: Also in 2009, the @splcenter urged Congress to investigate extremism in the military. https://t.co/ef0NUTQ71l	['extremism', 'extremism']
RT @TAGTVCANADA: Israel and Hindu Kashmir : On the Front Line Against Extremism - An Interactive Seminar explaining how Jews and Hindus rem…	['extremism']
@LucaLucacchio @Lintang37020770 @spectatorindex @zarazettirazr Religion is not the problem but extremism n ignoranc… https://t.co/BGEzZYiC6Q	['extremism', 'extremism']
RT @ChinaDaily: The United States' double standards on religious extremism and terrorism will place it on the opposite side of the Chinese…	['extremism', 'terrorism', 'extremism']
RT @egavactip: An excellent piece from the Texas Observer. Of particular interest to me personally not only bc I today look at hate crimes…	['extremism']
@pushpaji91 @ZeeNewsHindi @BJP4India Just count the terrorists attack from 2000 to 2013. How many innocents lost th… https://t.co/2iAI6o6OzH	['extremism']
#HateCrime starts with #HateSpeech The rise of extremism in all its guises should be a worry for us all. What sho… https://t.co/ijGGuLv1wI	['HateCrime', 'HateSpeech']
@Telegraph @patel4witham 2/3 yrs ago German intel leaked Saudis promote/fund extremism in West US intel also linke… https://t.co/VnRZU1VzpY	['extremism', 'extremism']
RT @aniefioketimMyk: You see this Northern illiteracy and religious extremism/ stupidity we take for granted, it's worrisome tho.Some peo…	['extremism']
RT @MistaChika: Arewa twitter is filled with an uninformed, poorly educated degenerates, who were feel they can bamboozle everyone to act t…	['extremism']
RT @tomhfh: Nothing is in the bag. Corbyn could still stumble into Number 10 off the back of votes from people who on paper loathe everythi…	['extremism']
@Constan74703015 @Nassreddin2002 @EuropeElects Christian Union literally declared at a party congress that they wou… https://t.co/3uo5KDqlKq	['extremism']
RT @DentonKat: To those who don't know or understand the transgender issue or just want to learn more as to why someone would be against it…	['extremism']
@doritmi @HenningTveit @MsTrixter @SpecNews1SoCal @RobertKennedy 3. I just realized what the real issue is, both si… https://t.co/qyz1LuvAKg	['extremism']
RT @ChinaDaily: The United States' double standards on religious extremism and terrorism will place it on the opposite side of the Chinese…	['extremism', 'terrorism', 'extremism']
RT @FMConservatives: NEW | "The simple reality of this election could not be clearer... Thursday’s vote is binary. It’s Boris or Jeremy Cor…	['extremism']
RT @tomhfh: Nothing is in the bag. Corbyn could still stumble into Number 10 off the back of votes from people who on paper loathe everythi…	['extremism']
RT @WildPalmsLtd: This isn't fresh but the World Congress of Families welds "religion" and right wing ideology. It is anti-LGBTQ, pro-White…	['religion']
@s_spectacles @henzinovitost @cursedsalad @mcflordensen i was responding to your comment that I can lie according t… https://t.co/d8PV02IYVF	['religion']
You help the Muslims against the Christians.You betray your Religion @KremlinRussia_E @MedvedevRussiaE… https://t.co/0dUjIqzEOV	['religion']
RT @DavidOl57450723: @funshographix Religion was mad by the elite to control the masses and they succeeded. Period	['religion']
RT @EconomicTimes: N. K. Premachandran, Revolutionary Socialist Party MP: Bill violates the basic structural features of the constitution e…	['religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
RT @_SJPeace_: My heart 😭❤️This is so pure."No one is born hating another person because of the color of his skin or his background or…	['religion']
RT @_SJPeace_: My heart 😭❤️This is so pure."No one is born hating another person because of the color of his skin or his background or…	['religion']
@babygirlcj @BradbuCraig If this had been an American wedding, you'd be right.  She probably regretted it that nigh… https://t.co/byXrnUZMxM	['religion']
RT @JIHMarkaz: CAB discriminates on the basis of religion. Such Apartheid laws are against the very foundation of the Constitution of India…	['religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
The religion sef is not by force. Allah guides whom be wills. Ours is to remind. There is no compulsion in Islam. B… https://t.co/F1mVqN0Y6O	['religion', 'religion']
RT @KSaifi: For the first time, CAB makes religion the basis for citizenship in India. Along with all India NRC, this is nothing but a 21st…	['religion', 'religion']
RT @iamisaacsomto: Reinhard Bonnke arrived Kano on 13 October, 1991 and once the Muslim community heard it... The religion of peace people…	['religion', 'religion']
RT @_Sufy2: Muslims understand Islam than Christians, while Christians understand their religion than Muslims. Let's learn to tolerate each…	['religion', 'religion']
RT @ThiccWithaQ: Don’t mind me, just dropping some religion real quick. Totally didn’t go to the mall to buy refs for these https://t.co/dt…	['religion', 'religion']
RT @Keo08: These parents are the real MVPs. Hate is taught. https://t.co/I3xLI8QXg1	['religion']
RT @RanaAyyub: Article 14 of the Indian Constitution : The State shall not deny to any person equality before the law or the equal protecti…	['religion']
RT @_SJPeace_: My heart 😭❤️This is so pure."No one is born hating another person because of the color of his skin or his background or…	['religion']
RT @aaliyahstoner1: " Personally, I don't choose any particular religion or symbol or group of words or teachings to define me. That's betw…	['religion', 'religion']
@PawanKalyan @JanaSenaParty there is a huge difference between what pawan Kalyan used to be and how he is today. I… https://t.co/XxdW2WwLJ3	['religion']
RT @Sanjay_Dixit: Such an inconsistent position as regards minorities - how does concern for Indian minorities translate into a total disre…	['religion']
@MPHaus @somethingabtjen I don’t know about “any decisions.” If not for religion “making decisions for me” I don’t… https://t.co/ps6d3JKLVR	['religion', 'religion']
RT @ambedkariteIND: #Article14 Equality before law The State shall not deny to any person equality before the law or the equal protection o…	['Article14']
RT @DearAuntCrabby: This is why Auntie despises Big Religion. Good on this reporter. She kept after him. https://t.co/JW0tccagDK	['religion']
@DMansini What if we sent a delegation from a different religion each week to the WH to do the same thing and count… https://t.co/rHScmI96dS	['religion', 'religion']
RT @_SJPeace_: My heart 😭❤️This is so pure."No one is born hating another person because of the color of his skin or his background or…	['religion']
RT @Andromeda_JY: Read an interesting tweet. If you remove islam from Turkey or Iran, the people will still remain Turks and Persians. They…	['islam', 'religion']
RT @MirchandaniYana: Yes there is religious equality in India, everyone, regardless of their religion, has equal rights to live, work and v…	['religion']
This cake issue opened my eyes to how stupid and blinded by religion people can get. Lmao	['religion', 'religion']
RT @_SJPeace_: My heart 😭❤️This is so pure."No one is born hating another person because of the color of his skin or his background or…	['religion']
RT @DesiPoliticks: #CitizenshipAmendmentBill2019 Citizenship Amendment Bill (CAB) is not only divisive &amp; sectarian but against Constitution…	['CitizenshipAmendmentBill2019']
@realmace_ @Famez_vv Bro i see them but I can't talk about a religion I don't practice , na their own wahala be that 💅🏾💅🏾	['religion', 'religion']
RT @_SJPeace_: My heart 😭❤️This is so pure."No one is born hating another person because of the color of his skin or his background or…	['religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
RT @pirates6003: Article 15 "The State shall not discriminate against any citizen on grounds only of religion, race, caste, sex, place of b…	['religion']
RT @Cole44749821: I am considering starting a new religion. I will be offended if anyone disrespects my religion, demands that I must respe…	['religion']
RT @Andromeda_JY: Read an interesting tweet. If you remove islam from Turkey or Iran, the people will still remain Turks and Persians. They…	['islam', 'religion']
RT @RanaAyyub: Article 14 of the Indian Constitution : The State shall not deny to any person equality before the law or the equal protecti…	['religion']
RT @NowTheEndBegins: Muslim Ilhan Omar Recites Islamic Prayer To Allah At Catholic Church In One World Religion Chrislam Service Attended B…	['religion']
RT @ThiccWithaQ: Don’t mind me, just dropping some religion real quick. Totally didn’t go to the mall to buy refs for these https://t.co/dt…	['religion', 'religion']
RT @umarazk: When you spend too much time on social media, you only see those wearing kopiah as someone bad, using religion as a scapegoat,…	['religion', 'religion']
RT @icarusinsilk: lmao where was this energy when one of your ex band mates was being harassed on the daily for his religion or his choice…	['religion', 'religion']
CAB 2019 has a clear vision that minorities religion from Pakistan, Bangladesh and AFG those who has been suffering… https://t.co/lhxVMzbBPK	['religion', 'religion']
You see, what's happening in a country where religion is highly placed than humanity and education, and gay practic… https://t.co/1SYv8IDYeD	['religion', 'religion']
RT @oil_shaeikh: Dear Southern twitter tweeps, why is it that whenever there’s need for an advocacy up north, recent case study is #justice…	['religion']
RT @ramanmann1974: "Religion is regarded by the common people as true, by the wise as false, and by the rulers as useful."~ Seneca#Citiz…	['religion']
@IIzebraguyII Yes that I agree what I feel is everyone wants to be rice yes. But he using the religion for that, th… https://t.co/qNCEKC7LEi	['religion', 'religion']
@I_mdiva You know religion is very sensitive to us in this part of the world, hence the reactions. Nah sense dem ju… https://t.co/xdWo9Gu3iz	['religion', 'religion']
RT @RanaAyyub: Article 14 of the Indian Constitution : The State shall not deny to any person equality before the law or the equal protecti…	['religion']
RT @Wajahat_Shakir: Article 14 of the Indian Constitution : The State shall not deny to any person equality before the law or the equal pro…	['religion']
@cricketobserve An outsider is an outsider regardless of the religion he or she practices.	['religion', 'religion']
RT @JIHMarkaz: CAB discriminates on the basis of religion. Such Apartheid laws are against the very foundation of the Constitution of India…	['religion']
RT @Sanjay_Dixit: Such an inconsistent position as regards minorities - how does concern for Indian minorities translate into a total disre…	['religion']
@breslov1282 @_Ruthie__ Trying to force his religion of peace on others. And of course the bastard turns violent.	['religion', 'religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
RT @neelakantha: In 1947 we let our motherland be vivisectedWe handed over #Hindu sisters/brothers to live as hostages to #JihadisWe abdi…	['Hindu', 'Jihadis']
RT @KoenaMitraWorld: So as a Sikh I am expected to like Sana? PUKE NO WAYS ! Why is religion being brought up? This isn’t India VS Pakistan…	['religion', 'religion']
RT @RanaAyyub: Article 14 of the Indian Constitution : The State shall not deny to any person equality before the law or the equal protecti…	['religion']
RT @TheABaffa: You people seeing it as a normal thing doesn't mean that we also should see it as a normal thing.It's not good in our reli…	['religion']
RT @UmarKhalidJNU: Reject the obnoxious idea of citizenship based on religion!  #VoteAgainstCAB https://t.co/oGOqzVpNM8	['VoteAgainstCAB']
RT @karwanemohabbat: #CAB and #NRC will be devastating for India, says @harsh_mander.It violates the core of the #ConstitutionofIndia ...t…	['CAB', 'NRC', 'ConstitutionofIndia']
RT @RanaAyyub: Article 14 of the Indian Constitution : The State shall not deny to any person equality before the law or the equal protecti…	['religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
@dna @AmitShah @PMOIndia Sir Please remove Christians also from the bill. And Add in their Identity Card as… https://t.co/P1jaTiEXKA	['religion']
RT @ThiccWithaQ: Don’t mind me, just dropping some religion real quick. Totally didn’t go to the mall to buy refs for these https://t.co/dt…	['religion', 'religion']
RT @hudaqasmi: The secular India rejects the draconian propsed law based on religion which goes against the plurality of our nation.@Rahul…	['religion', 'religion']
RT @umarazk: When you spend too much time on social media, you only see those wearing kopiah as someone bad, using religion as a scapegoat,…	['religion', 'religion']
RT @GadSaad: It’s truly disgusting when people say that a religion condones genocidal violence just because it is responsible for 35,000+ t…	['religion', 'religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
RT @Cartoonistajay: Muslims in India are governed by the Muslim Personal Law (Shariat). Most of the clerics have already clarified that ‘Sh…	['religion']
RT @risaimanuel: anyone interested in my religion? called baby yodalism @bhnamba https://t.co/34Ki8EOsbZ	['religion']
RT @Jeffers28083958: And his new Western bride gets an official introduction to his "Religion of Peace" ...https://t.co/knsxTo2BjE	['religion']
RT @IamOnir: #VoteAgainstCAB .This is another step to destroy the essence of the secular democratic constitution that we all were promised…	['VoteAgainstCAB']
Citizenships amendment bill is a total violation of art-15 of Indian constitution that clearly states ‘the state sh… https://t.co/lT8kcDmFH7	['religion']
RT @NeverAgainActn: Every tradition, culture and religion, in its own way, calls on us to welcome the stranger and care for each other. T…	['religion']
RT @UmarKhalidJNU: Reject the obnoxious idea of citizenship based on religion!  #VoteAgainstCAB https://t.co/oGOqzVpNM8	['VoteAgainstCAB']
RT @BruceAlrighty45: Coming⤵️ to a neighborhood near you if we don’t stop Muslims immigrating.Must ban ALL Muslims &amp; start deporting. Man…	['religion']
RT @MEHDIHASANAINI: CAB discriminates on the basis of religion. Such Apartheid laws are against the very foundation of the Constitution of…	['religion']
RT @Being_Vinita: A Pakistani politician once asked a Muslim minister of Indonesia why a Muslim majority nation is having Hindu Gods such a…	['religion']
RT @angry_ustaaz: A Lawyer does not speak for a DoctorAn Engr does not speak for a NurseA farmer does not speak for a PilotEveryone is a…	['religion']
RT @icarusinsilk: lmao where was this energy when one of your ex band mates was being harassed on the daily for his religion or his choice…	['religion', 'religion']
RT @UmarKhalidJNU: Reject the obnoxious idea of citizenship based on religion!  #VoteAgainstCAB https://t.co/oGOqzVpNM8	['VoteAgainstCAB']
RT @UmarKhalidJNU: Reject the obnoxious idea of citizenship based on religion!  #VoteAgainstCAB https://t.co/oGOqzVpNM8	['VoteAgainstCAB']
Society stashes in enough rubbish into the clean minds of children.... As they turn an adult... They are part of th… https://t.co/6qP4UXFnBG	['religion']
RT @_SJPeace_: My heart 😭❤️This is so pure."No one is born hating another person because of the color of his skin or his background or…	['religion']
